src,dst,relation
16017475,709732368,follows
318426183,709732368,follows
18510860,709732368,follows
2225653322,709732368,follows
37501003,709732368,follows
134599244,709732368,follows
17006157,709732368,follows
840183888,709732368,follows
55411896,709732368,follows
792659,709732368,follows
16955991,709732368,follows
40912473,709732368,follows
75033178,709732368,follows
23839835,709732368,follows
59157393,709732368,follows
824859920,709732368,follows
29283,709732368,follows
8383592,709732368,follows
14337131,709732368,follows
335369838,709732368,follows
14246001,709732368,follows
18989685,709732368,follows
2182412918,709732368,follows
435287678,709732368,follows
16228479,709732368,follows
15161984,709732368,follows
14957147,709732368,follows
17688714,709732368,follows
171283600,709732368,follows
33347217,709732368,follows
39151934,709732368,follows
14930580,709732368,follows
50381166,709732368,follows
17290902,709732368,follows
142653593,709732368,follows
13393052,709732368,follows
224079521,709732368,follows
6531902,709732368,follows
8719302,709732368,follows
53789862,709732368,follows
17094311,709732368,follows
83876527,709732368,follows
21414576,709732368,follows
321589427,709732368,follows
69181624,709732368,follows
141834186,709732368,follows
66533920,709732368,follows
24454091,709732368,follows
15859912,709732368,follows
41177378,709732368,follows
14296273,709732368,follows
15224867,709732368,follows
147092180,709732368,follows
13524182,709732368,follows
150151712,709732368,follows
15450660,709732368,follows
15808218,709732368,follows
8192222,709732368,follows
50325797,709732368,follows
335972576,709732368,follows
258453217,709732368,follows
15818978,709732368,follows
1140451,709732368,follows
14266598,709732368,follows
852269288,709732368,follows
116009193,709732368,follows
23588075,709732368,follows
282735852,709732368,follows
340418291,709732368,follows
14885620,709732368,follows
15982292,709732368,follows
13566,709732368,follows
14606079,709732368,follows
48278272,709732368,follows
56768257,709732368,follows
148529707,709732368,follows
10117892,709732368,follows
17580293,709732368,follows
55355654,709732368,follows
339925767,709732368,follows
38060296,709732368,follows
38271276,709732368,follows
15822295,709732368,follows
14717197,709732368,follows
30000912,709732368,follows
16041234,709732368,follows
316389142,709732368,follows
16960279,709732368,follows
14700316,709732368,follows
7900962,709732368,follows
71294756,709732368,follows
34002725,709732368,follows
116625196,709732368,follows
16799023,709732368,follows
15667291,709732368,follows
756331316,709732368,follows
478203018,709732368,follows
17074440,709732368,follows
20479813,709732368,follows
45629254,709732368,follows
1372792136,709732368,follows
15041273,709732368,follows
2423872334,709732368,follows
550010708,709732368,follows
14752085,709732368,follows
122868055,709732368,follows
4207961,709732368,follows
61249886,709732368,follows
50684256,709732368,follows
189376144,709732368,follows
23995748,709732368,follows
18634085,709732368,follows
218597735,709732368,follows
963176808,709732368,follows
15503210,709732368,follows
203071854,709732368,follows
84816752,709732368,follows
20818801,709732368,follows
152570227,709732368,follows
18544958,709732368,follows
2329066872,709732368,follows
74323323,709732368,follows
16935292,709732368,follows
15164565,709732368,follows
16129920,709732368,follows
770648450,709732368,follows
15458694,709732368,follows
47438401,709732368,follows
20608910,709732368,follows
429227921,709732368,follows
16589206,709732368,follows
41814169,709732368,follows
35831704,709732368,follows
14677919,709732368,follows
16317345,709732368,follows
22986148,709732368,follows
28145061,709732368,follows
15473574,709732368,follows
15978412,709732368,follows
606776750,709732368,follows
18851248,709732368,follows
5907272,709732368,follows
130617778,709732368,follows
81381301,709732368,follows
75630518,709732368,follows
38737553,709732368,follows
198584761,709732368,follows
16246715,709732368,follows
15691197,709732368,follows
36743910,709732368,follows
156370763,709732368,follows
289420613,709732368,follows
203060129,709732368,follows
48166344,709732368,follows
62665162,709732368,follows
869825995,709732368,follows
57411021,709732368,follows
184136149,709732368,follows
15985111,709732368,follows
130936280,709732368,follows
50367908,709732368,follows
359509980,709732368,follows
19605981,709732368,follows
171691486,709732368,follows
241252324,709732368,follows
17650854,709732368,follows
41287144,709732368,follows
27901418,709732368,follows
18650093,709732368,follows
6721522,709732368,follows
30050899,709732368,follows
21786618,709732368,follows
224698363,709732368,follows
812185596,709732368,follows
158414847,709732368,follows
16129920,18348376,follows
15458181,18348376,follows
15458694,18348376,follows
17688714,18348376,follows
380346763,18348376,follows
45943310,18348376,follows
18570258,18348376,follows
49164309,18348376,follows
208361818,18348376,follows
15220768,18348376,follows
15087011,18348376,follows
14834340,18348376,follows
575831983,18348376,follows
18851248,18348376,follows
130617778,18348376,follows
13493302,18348376,follows
15935927,18348376,follows
120181944,18348376,follows
32207712,18348376,follows
18644548,18348376,follows
45629254,18348376,follows
437561031,18348376,follows
14269768,18348376,follows
34443218,18348376,follows
13524182,18348376,follows
23601242,18348376,follows
15667291,18348376,follows
59159771,18348376,follows
171691486,18348376,follows
17488736,18348376,follows
15173859,18348376,follows
18634085,18348376,follows
205388264,18348376,follows
12655722,18348376,follows
22063600,18348376,follows
21786618,18348376,follows
22737278,18348376,follows
14606079,18348376,follows
170254080,14370819,follows
16129920,14370819,follows
55355654,14370819,follows
14717197,14370819,follows
38737553,14370819,follows
24431892,14370819,follows
49164309,14370819,follows
14146966,14370819,follows
34643610,14370819,follows
66533920,14370819,follows
91180720,14370819,follows
7900962,14370819,follows
53789862,14370819,follows
15978792,14370819,follows
757917865,14370819,follows
148529707,14370819,follows
38271276,14370819,follows
20508720,14370819,follows
16893491,14370819,follows
24789175,14370819,follows
14855994,14370819,follows
15691197,14370819,follows
48973246,14370819,follows
47438401,14370819,follows
1286312880,14370819,follows
17004618,14370819,follows
14757714,14370819,follows
7868832,14370819,follows
385799764,14370819,follows
13524182,14370819,follows
4207961,14370819,follows
7794142,14370819,follows
335972576,14370819,follows
17824099,14370819,follows
14770470,14370819,follows
117543420,14370819,follows
524434283,14370819,follows
16076032,14370819,follows
22063600,14370819,follows
30050899,14370819,follows
18124790,14370819,follows
15757306,14370819,follows
18982396,14370819,follows
17376893,14370819,follows
13566,14370819,follows
27511061,14370819,follows
301012485,41891860,follows
169182727,41891860,follows
38214152,41891860,follows
18464266,41891860,follows
38413836,41891860,follows
15694863,41891860,follows
17001490,41891860,follows
52652974,41891860,follows
16122373,41891860,follows
66533920,41891860,follows
14957147,41891860,follows
54646308,41891860,follows
154045477,41891860,follows
5502502,41891860,follows
23833641,41891860,follows
52615210,41891860,follows
148529707,41891860,follows
16565806,41891860,follows
20731951,41891860,follows
25946632,41891860,follows
391583285,41891860,follows
92063809,41891860,follows
18644548,41891860,follows
19884044,41891860,follows
17004618,41891860,follows
37501003,41891860,follows
134599244,41891860,follows
59010637,41891860,follows
2421272142,41891860,follows
50684256,41891860,follows
15455314,41891860,follows
18732627,41891860,follows
40912473,41891860,follows
23839835,41891860,follows
19519071,41891860,follows
4099171,41891860,follows
226963044,41891860,follows
330361451,41891860,follows
15691197,41891860,follows
11435642,41891860,follows
15161984,41891860,follows
28339843,41891860,follows
25889985,41891860,follows
478203018,41891860,follows
54619276,41891860,follows
16007312,41891860,follows
14930580,41891860,follows
460470940,41891860,follows
224079521,41891860,follows
16019108,41891860,follows
53789862,41891860,follows
17094311,41891860,follows
38975663,41891860,follows
321589427,41891860,follows
24789175,41891860,follows
55411896,41891860,follows
15220768,41891860,follows
290101954,41891860,follows
32331111,41891860,follows
15584457,41891860,follows
14139600,41891860,follows
15982292,41891860,follows
393705173,41891860,follows
13524182,41891860,follows
15808218,41891860,follows
135897307,41891860,follows
34002725,41891860,follows
928481,41891860,follows
15818978,41891860,follows
11388132,41891860,follows
36743910,41891860,follows
2517988075,41891860,follows
15335662,41891860,follows
48132847,41891860,follows
78890225,41891860,follows
14287094,41891860,follows
15041273,41891860,follows
17006157,41891860,follows
16076032,41891860,follows
47349506,41891860,follows
8548612,41891860,follows
466519303,41891860,follows
38060296,41891860,follows
2568461,41891860,follows
824859920,41891860,follows
24268066,41891860,follows
59159771,41891860,follows
50325797,41891860,follows
15634728,41891860,follows
15939596,41891860,follows
16799023,41891860,follows
7794142,41891860,follows
14855994,41891860,follows
18544958,41891860,follows
194129729,41891860,follows
20479813,41891860,follows
118530377,41891860,follows
14588748,41891860,follows
25913058,41891860,follows
18706257,41891860,follows
550010708,41891860,follows
14752085,41891860,follows
15950681,41891860,follows
208361818,41891860,follows
16077147,41891860,follows
32207712,41891860,follows
189376144,41891860,follows
17824099,41891860,follows
23995748,41891860,follows
218597735,41891860,follows
152570227,41891860,follows
167594814,41891860,follows
2329066872,41891860,follows
16935292,41891860,follows
23588075,41891860,follows
16742806,41891860,follows
212657985,41891860,follows
429227921,41891860,follows
16589206,41891860,follows
18267544,41891860,follows
11107172,41891860,follows
22063600,41891860,follows
102581666,41891860,follows
15087011,41891860,follows
15473574,41891860,follows
363809948,41891860,follows
606776750,41891860,follows
130617778,41891860,follows
14478260,41891860,follows
50149303,41891860,follows
198584761,41891860,follows
2225653322,41891860,follows
22642788,41891860,follows
21005767,41891860,follows
62665162,41891860,follows
10778572,41891860,follows
96637391,41891860,follows
17928145,41891860,follows
5971922,41891860,follows
15985111,41891860,follows
14834340,41891860,follows
19605981,41891860,follows
171691486,41891860,follows
14292458,41891860,follows
18650093,41891860,follows
16076272,41891860,follows
6721522,41891860,follows
18276341,41891860,follows
15763959,41891860,follows
15757306,41891860,follows
21982720,49164309,follows
14370819,49164309,follows
169182727,49164309,follows
14515799,49164309,follows
38413836,49164309,follows
65375759,49164309,follows
17001490,49164309,follows
160010755,49164309,follows
121489431,49164309,follows
8548612,49164309,follows
15220768,49164309,follows
21293089,49164309,follows
14957147,49164309,follows
61550116,49164309,follows
266715173,49164309,follows
384923143,49164309,follows
18164272,49164309,follows
260959284,49164309,follows
13493302,49164309,follows
384915512,49164309,follows
12193342,49164309,follows
16017475,49164309,follows
18644548,49164309,follows
131497030,49164309,follows
18510860,49164309,follows
17004618,49164309,follows
49732023,49164309,follows
82217548,49164309,follows
17006157,49164309,follows
120181944,49164309,follows
15455314,49164309,follows
385799764,49164309,follows
16955991,49164309,follows
14190948,49164309,follows
52499546,49164309,follows
15667291,49164309,follows
29283,49164309,follows
22642788,49164309,follows
2729061,49164309,follows
69193833,49164309,follows
330361451,49164309,follows
88392301,49164309,follows
14246001,49164309,follows
18742394,49164309,follows
17376893,49164309,follows
12245632,49164309,follows
17688714,49164309,follows
189376144,49164309,follows
15164565,49164309,follows
9715012,49164309,follows
59865242,49164309,follows
15275677,49164309,follows
15950681,49164309,follows
14834340,49164309,follows
1947301,49164309,follows
53789862,49164309,follows
21414576,49164309,follows
15906481,49164309,follows
581053112,49164309,follows
59031230,49164309,follows
25889985,49164309,follows
15728161,49164309,follows
376445133,49164309,follows
21786618,49164309,follows
13524182,49164309,follows
59159771,49164309,follows
10886522,49164309,follows
305766622,49164309,follows
928481,49164309,follows
16326882,49164309,follows
95418595,49164309,follows
14266598,49164309,follows
15446531,49164309,follows
78890225,49164309,follows
43532023,49164309,follows
14606079,49164309,follows
213722368,49164309,follows
47349506,49164309,follows
148529707,49164309,follows
10117892,49164309,follows
55355654,49164309,follows
466519303,49164309,follows
65946380,49164309,follows
14717197,49164309,follows
53130511,49164309,follows
30000912,49164309,follows
27511061,49164309,follows
316389142,49164309,follows
16960279,49164309,follows
84653850,49164309,follows
15458181,49164309,follows
20508720,49164309,follows
7900962,49164309,follows
135897307,49164309,follows
61681958,49164309,follows
15939596,49164309,follows
19605981,49164309,follows
17144115,49164309,follows
111712308,49164309,follows
14855994,49164309,follows
11178672,49164309,follows
28657802,49164309,follows
18587457,49164309,follows
46213956,49164309,follows
45629254,49164309,follows
14269768,49164309,follows
14368074,49164309,follows
14588748,49164309,follows
385150802,49164309,follows
15173859,49164309,follows
61083476,49164309,follows
14752085,49164309,follows
18348376,49164309,follows
4207961,49164309,follows
208361818,49164309,follows
566603099,49164309,follows
17092444,49164309,follows
340441440,49164309,follows
18963809,49164309,follows
7848802,49164309,follows
11107172,49164309,follows
18634085,49164309,follows
963176808,49164309,follows
524434283,49164309,follows
20818801,49164309,follows
846187382,49164309,follows
11731322,49164309,follows
22737278,49164309,follows
15949696,49164309,follows
20665221,49164309,follows
15458694,49164309,follows
212657985,49164309,follows
20343694,49164309,follows
43464027,49164309,follows
429227921,49164309,follows
18622869,49164309,follows
724416918,49164309,follows
24223641,49164309,follows
15345563,49164309,follows
34643610,49164309,follows
7868832,49164309,follows
21268897,49164309,follows
102581666,49164309,follows
15087011,49164309,follows
15473574,49164309,follows
15694863,49164309,follows
18771370,49164309,follows
1286312880,49164309,follows
5907272,49164309,follows
125115830,49164309,follows
50149303,49164309,follows
198584761,49164309,follows
33986037,49164309,follows
20406724,49164309,follows
13967302,49164309,follows
804295,49164309,follows
28241866,49164309,follows
14513611,49164309,follows
10778572,49164309,follows
57411021,49164309,follows
96637391,49164309,follows
18851248,49164309,follows
27737053,49164309,follows
7794142,49164309,follows
18570258,49164309,follows
16146513,49164309,follows
205388264,49164309,follows
15334380,49164309,follows
145097709,49164309,follows
22063600,49164309,follows
475286355,49164309,follows
18276341,49164309,follows
18124790,49164309,follows
15757306,49164309,follows
18982396,49164309,follows
465158654,49164309,follows
21982720,15865878,follows
16076032,15865878,follows
15675013,15865878,follows
70706313,15865878,follows
63004503,15865878,follows
22883726,15865878,follows
65375759,15865878,follows
18267544,15865878,follows
24431892,15865878,follows
15164565,15865878,follows
309126296,15865878,follows
21268897,15865878,follows
15087011,15865878,follows
14834340,15865878,follows
18771370,15865878,follows
12245632,15865878,follows
41431213,15865878,follows
29465136,15865878,follows
17002185,15865878,follows
125726393,15865878,follows
83665853,15865878,follows
12193342,15865878,follows
20406724,15865878,follows
309937733,15865878,follows
633,15865878,follows
15649736,15865878,follows
75357513,15865878,follows
14588748,15865878,follows
57411021,15865878,follows
4816,15865878,follows
30050899,15865878,follows
164412502,15865878,follows
14515799,15865878,follows
11107172,15865878,follows
24773177,15865878,follows
47414159,15865878,follows
29283,15865878,follows
11388132,15865878,follows
2729061,15865878,follows
44678417,15865878,follows
8383592,15865878,follows
313070057,15865878,follows
37917164,15865878,follows
18650093,15865878,follows
9692022,15865878,follows
14073364,15865878,follows
11435642,15865878,follows
774909,15865878,follows
14606079,15865878,follows
57917441,121489431,follows
16303106,121489431,follows
160010755,121489431,follows
14515799,121489431,follows
38413836,121489431,follows
15694863,121489431,follows
17001490,121489431,follows
15446531,121489431,follows
49164309,121489431,follows
15865878,121489431,follows
4207961,121489431,follows
8548612,121489431,follows
117543420,121489431,follows
15220768,121489431,follows
21414576,121489431,follows
15224867,121489431,follows
266715173,121489431,follows
148529707,121489431,follows
20508720,121489431,follows
16893491,121489431,follows
260959284,121489431,follows
168295477,121489431,follows
13493302,121489431,follows
16013368,121489431,follows
24773177,121489431,follows
47438401,121489431,follows
16017475,121489431,follows
309937733,121489431,follows
131497030,121489431,follows
17293897,121489431,follows
59010637,121489431,follows
69181624,121489431,follows
108617810,121489431,follows
16955991,121489431,follows
40912473,121489431,follows
52499546,121489431,follows
23839835,121489431,follows
17328222,121489431,follows
22642788,121489431,follows
69193833,121489431,follows
330361451,121489431,follows
16076032,121489431,follows
14246001,121489431,follows
17376893,121489431,follows
17004139,121489431,follows
36125837,121489431,follows
189376144,121489431,follows
15164565,121489431,follows
41814169,121489431,follows
34643610,121489431,follows
363809948,121489431,follows
32078497,121489431,follows
14834340,121489431,follows
1947301,121489431,follows
313091751,121489431,follows
15731368,121489431,follows
49697450,121489431,follows
91180720,121489431,follows
15906481,121489431,follows
24789175,121489431,follows
581053112,121489431,follows
18982396,121489431,follows
59031230,121489431,follows
25889985,121489431,follows
14513611,121489431,follows
15728161,121489431,follows
19608273,121489431,follows
15727317,121489431,follows
13524182,121489431,follows
15808218,121489431,follows
59159771,121489431,follows
59145948,121489431,follows
335972576,121489431,follows
928481,121489431,follows
25913058,121489431,follows
1140451,121489431,follows
36743910,121489431,follows
19608297,121489431,follows
16378093,121489431,follows
14412533,121489431,follows
20707070,121489431,follows
14606079,121489431,follows
89820928,121489431,follows
33276161,121489431,follows
10117892,121489431,follows
29770501,121489431,follows
55355654,121489431,follows
466519303,121489431,follows
14717197,121489431,follows
18510860,121489431,follows
14858000,121489431,follows
340441440,121489431,follows
16041234,121489431,follows
27511061,121489431,follows
16960279,121489431,follows
84653850,121489431,follows
14700316,121489431,follows
153251103,121489431,follows
24268066,121489431,follows
135897307,121489431,follows
50325797,121489431,follows
14770470,121489431,follows
15978792,121489431,follows
38271276,121489431,follows
65698096,121489431,follows
21786618,121489431,follows
15667291,121489431,follows
14529929,121489431,follows
14855994,121489431,follows
18587457,121489431,follows
32207712,121489431,follows
9715012,121489431,follows
20479813,121489431,follows
45629254,121489431,follows
14588748,121489431,follows
73416019,121489431,follows
20608910,121489431,follows
15950681,121489431,follows
26657119,121489431,follows
50684256,121489431,follows
7848802,121489431,follows
17824099,121489431,follows
20818801,121489431,follows
2329066872,121489431,follows
35474809,121489431,follows
11731322,121489431,follows
16935292,121489431,follows
16129920,121489431,follows
15458694,121489431,follows
212657985,121489431,follows
236026761,121489431,follows
20343694,121489431,follows
18622869,121489431,follows
16589206,121489431,follows
18267544,121489431,follows
15345563,121489431,follows
48802204,121489431,follows
14677919,121489431,follows
21268897,121489431,follows
15087011,121489431,follows
59557446,121489431,follows
15473574,121489431,follows
13393052,121489431,follows
15978412,121489431,follows
494583213,121489431,follows
1286312880,121489431,follows
130617778,121489431,follows
14478260,121489431,follows
125115830,121489431,follows
50149303,121489431,follows
15691197,121489431,follows
18276341,121489431,follows
20406724,121489431,follows
21005767,121489431,follows
17757642,121489431,follows
127899595,121489431,follows
10778572,121489431,follows
57411021,121489431,follows
17006157,121489431,follows
18851248,121489431,follows
15985111,121489431,follows
19605981,121489431,follows
7794142,121489431,follows
224320485,121489431,follows
812185596,121489431,follows
37917164,121489431,follows
145097709,121489431,follows
475286355,121489431,follows
33986037,121489431,follows
18124790,121489431,follows
23365626,121489431,follows
453319164,121489431,follows
48278272,14329880,follows
213722368,14329880,follows
15446531,14329880,follows
724416918,14329880,follows
65045121,14329880,follows
38214152,14329880,follows
116625196,14329880,follows
17453527,14329880,follows
395172492,14329880,follows
17969805,14329880,follows
18650093,14329880,follows
14155907,14329880,follows
18622869,14329880,follows
316389142,14329880,follows
4207961,14329880,follows
35831704,14329880,follows
14677919,14329880,follows
32078497,14329880,follows
59159771,14329880,follows
1947301,14329880,follows
188587219,14329880,follows
2517988075,14329880,follows
14046504,14329880,follows
52615210,14329880,follows
38271276,14329880,follows
217064621,14329880,follows
83876527,14329880,follows
18164272,14329880,follows
25946632,14329880,follows
14478260,14329880,follows
206254134,14329880,follows
50149303,14329880,follows
362682936,14329880,follows
756331316,14329880,follows
92854623,14329880,follows
150808638,14329880,follows
16017475,14329880,follows
24773177,14329880,follows
45629254,14329880,follows
54619276,14329880,follows
17004618,14329880,follows
37501003,14329880,follows
17006157,14329880,follows
52520517,14329880,follows
319675272,14329880,follows
348010835,14329880,follows
869825995,14329880,follows
14515799,14329880,follows
15950681,14329880,follows
12245632,14329880,follows
23839835,14329880,follows
359509980,14329880,follows
19605981,14329880,follows
124690469,14329880,follows
50684256,14329880,follows
15818978,14329880,follows
33792634,14329880,follows
330361451,14329880,follows
59557446,14329880,follows
18851248,14329880,follows
20622592,14329880,follows
48132847,14329880,follows
6721522,14329880,follows
73416019,14329880,follows
13524182,14329880,follows
16076032,14329880,follows
399156475,14329880,follows
16935292,14329880,follows
170254080,14329880,follows
14606079,14329880,follows
16129920,18890779,follows
34423941,18890779,follows
13676552,18890779,follows
93479945,18890779,follows
16160267,18890779,follows
18510860,18890779,follows
47414159,18890779,follows
30000912,18890779,follows
27221778,18890779,follows
15941955,18890779,follows
14177942,18890779,follows
16598767,18890779,follows
14173084,18890779,follows
16076272,18890779,follows
15087011,18890779,follows
17604772,18890779,follows
1947301,18890779,follows
5502502,18890779,follows
14302121,18890779,follows
16565806,18890779,follows
18851248,18890779,follows
13493302,18890779,follows
15935927,18890779,follows
21016633,18890779,follows
21844284,18890779,follows
17462723,18890779,follows
15949253,18890779,follows
14881478,18890779,follows
